wikidata_id,file,author,license,license_url,status
Q100276699,Maverick City music.jpg,Artistrelationstribl,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1003115,Vegoose06 builttospill2 lg.jpg,Joshrhinehart,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q100978614,Glaiveiwillfollowyouintothedark.jpg,Ryannwiki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1010243,Buraka Som Sistema.jpg,Libertinus,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q101505,Deep Purple in 2004.jpg,,,,no credit
Q1017857,Butch Morris and Conduction.jpg,"Jon Hurd from Boulder, Colorado, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1018174,Butthole Surfers.jpg,Viva Nola,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1022071,Frank Nagai.jpg,Heibonsha Publishing company (平凡社) © 1957,Public domain,,ok
Q1024747,Richard H Kirk DJ at Music For Real Airports Project 2010-04-24.jpg,Flickr user http://underclassrising.net/,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q102616,Isolee1.jpg,,,,no credit
Q1026810,Paul Revere and the Raiders 1967.JPG,"Perenchio Artists, Inc. Los Angeles. (management)",Public domain,,ok
Q1027165,Three 6 Mafia.jpg,Jay West (Flickr profile and Jay West photography.com),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q10271783,Elevation Worship.jpg,Minnie Bannister,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10280322,FaustoChapito.jpg,"Filipe Saraiva from Lisboa, Portugal",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q10284562,"Francisco Alves, sem data.tif",Unknown,Public domain,,ok
Q1028565,Camera Obscura live 20050413.jpg,,,,no credit
Q10289428,Gian e Giovani.jpg,"*Savaman* from Sao Paulo City / Ipiranga, Brasil",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1029506,"20170512, Camilo Sesto.jpg",Ministerio Secretaría General de Gobierno,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q10306713,Jerry Adriani.jpg,Mauriciobotti,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q10306910,Jill Tracy backstage2.jpg,Jill Tracy,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q10308035,JeMperfil.jpg,Fellipe Erick,Public domain,,ok
Q10311963,José Daniel Camillo.jpg,Sérgio (Savaman) Savarese,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1031338,Earthless.jpg,Greg Neate,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q10316110,"Lamartine Babo, 1956.tif",Unknown,Public domain,,ok
Q10317842,Liadeitamaraca minc flickr.jpg,"Janine Moraes, Ministério da Cultura (Brasil)",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q10320631,Luiz ayrao remix tvbrasil.jpg,"Mídia promocional do programa Samba na Gamboa (TV Brasil), remix de Praxides",CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,ok
Q10322333,MC Guime Performing Live in Sao Paulo.JPG,Tico Fernandes,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10322334,MC Marcinho at Os Suburbanos in 2019.jpg,Humor Multishow,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q103258,Neelix (DJ) - 01 Jun 2007.jpg,Wiska Bodo,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q10327219,Mastruz com Leite em Caetité Bahia 2001.jpg,André Koehne,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q10329038,Mestre Verequete.jpg,Unknown author,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q10329042,Mestre vieira 2011.jpg,Gustavo Dreher,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10330035,Milionario e jose rico.jpg,Zubreski,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10330096,Miltinho (1969).tif,Unknown,Public domain,,ok
Q10333178,Fred04 tvbrasil.jpg,"Mídia promocional do programa Diverso, da TV Brasil.",CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,ok
Q10335997,Neguinho da Beija-Flor 2014 (bf55).jpg,"Sebástian Freire from Rio de Janeiro, Brasil",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q10340215,Odair José.jpg,TV Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,ok
Q10344640,Parangolé - Carnaval de 2012 (3).jpg,"Bahia Notícias from Salvador, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1034596,Nuernberg 2005 017.jpg,"Ralf Schulze from Koblenz, Germany",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1035235,Capn-jazz.jpg,Nicole Kibert (elawgrrl),CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1035247,Car Bomb @ Euroblast Festival 2017 110.jpg,Grywnn,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1035286,Carabao March 2014.jpg,Pierre Theze,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1035310,Seregor (Carach Angren) playing guitar (desaturated).jpg,Original image photographed by Clownhouse III *derivative work: – Kerαunoςcopia◁galaxies,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1035442,Caravan Palace Ottawa Bluesfest 2010.jpg,"Mike Gifford from Ottawa, Canada",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q103550,Velvet Underground 1968 by Billy Name.png,"Name, Billy",Public domain,,ok
Q10359386,2º Festival Nacional da Viola - Último dia 22-10-2022 (52451102008).jpg,"Prefeitura São José do Rio Preto from São José do Rio Preto SP, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1036131,Daniel Victor Snaith 2005.jpg,AlexReynolds at English Wikipedia,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q103651,Glenn Miller Billboard.jpg,Unknown author,Public domain,,ok
Q1036918,Hisham Abbas 2008-07-15 Cairo.jpg,Mohamed Al-Tantawi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q10369763,Selma do Coco no 12º Encontro Pernambucano de Coco (5928971676).jpg,Prefeitura de Olinda,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q103759,Cesária Évora (2457851527).jpg,As fotos da Virada!,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q10376356,Silviocaldas.JPG,Sperandelli,Public domain,,ok
Q103767,Portrait of Charlie Parker in 1947.jpg,William P. Gottlieb,Public domain,,ok
Q103774,Ravi Shankar.jpg,Markgoff2972,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10384826,Trio Nordestino.tif,Unknown,Public domain,,ok
Q1039647,Hiroshi Itsuki 20220621 - Appointed Peninsula Ambassador.jpg,国土交通省,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q1040688,Earl Scruggs and Lester Flatt.jpg,Unknown author,Public domain,,ok
Q1041034,"Lecrae at Marine Corps Air Station Iwakuni, Japan, Jan. 9, 2018 (cropped).jpg",Lance Cpl. Muriah King,Public domain,,ok
Q1041947,Los Chalchaleros - 1965.jpg,Los Chalchaleros y RCA Víctor,Public domain,,ok
Q1042234,Jag Panzer 21 (28177004121).jpg,Jeffrey Pollack,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1042647,João de Barro (Braguinha) 1945.png,Unknown author,Public domain,,ok
Q104326,Jean Michel Jarre B10-2016.jpg,A.Savin,FAL,http://artlibre.org/licence/lal/en,ok
Q104358,Billie Holiday Billboard.jpg,Unknown author,Public domain,,ok
Q104372,Doris Day 1958 crop.jpg,Los Angeles Times,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q1044027,Carnifex With Full Force 2014 08.JPG,S. Bollmann,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1044154,Nino D'Angelo '92.jpg,ARCHIsavio at Italian Wikipedia,Public domain,,ok
Q1044384,Carolinachocolatedrops.jpg,John Krupsky,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q10461933,CSNY 8-1974 (1).jpg,Tony Morelli,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q104904549,Cano4.jpg,https://www.youtube.com/channel/UCoHq_YXYcZGObsCqvymQpEA (EL BARBAS PRODUCTION),CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1049145,Spencer Davis Group 08072006 NSU 04.JPG,Joachim Köhler,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q104919,FauréPirou1905.jpg,Eugène Pirou,Public domain,,ok
Q1049345,Casting Crowns Come to the Well Tour.jpg,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1051417,Starsailor in Rock in Rio 2006.JPG,No machine-readable author provided. Juntas assumed (based on copyright claims).,Public domain,,ok
Q1052019,Mop-04-mika.jpg,Mikamote,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1052139,The Roots 2007.jpg,"Aaron Matthews from Thornhill, Canada.",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1052564,Stryper 2016.jpg,Justin Higuchi,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1053260,2021 09 15 Moda Cem Karaca Heykeli.jpg,HalitBaris,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q105440,Frank18.jpg,Schubfaktor Records,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1054527,Sergio Bruni - Augusto De Luca photographer.jpg,Augusto De Luca,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q105460,John Denver 1975.JPG,ABC Television,Public domain,,ok
Q105461805,Zé Vaqueiro 2020.jpg,Danzin,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1056163,CERRONE Marc 02-24x30-2009.jpg,Studio Harcourt,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1057805,JTQ3.jpg,No machine-readable author provided. Biopresto assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q1058729,Dufourt.jpg,Hugues Dufourt,Public domain,,ok
Q105875,Herbie Hancock.jpg,pixgremlin: http://www.aworan.com c/o Pix Gremlin,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q106036729,L-Gante Conferencia de prensa (51861017602).jpg,Ministerio de Cultura de la Nación,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1060576,The Drifters.png,Atlantic Records,Public domain,,ok
Q1060648,Chambao.jpg,No machine-readable author provided. Malagaes~commonswiki assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q106078330,Central cee-5.jpg,200izo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1061590,Marshall Tucker Band on the 4th.jpg,Kyle James,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1062314,Chano Domínguez.jpg,"Antonio Mijas, España",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1062320,Chano Pozo.jpg,Unknown author,Public domain,,ok
Q1062552,CHAOS UK 25 feb 1995 Arnhem.jpg,Kees van der Stolk,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q106308191,Peter Okoye.jpg,globacomlimited,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q106395,Stefan Mross 2025.jpg,Sven Mandel,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1064319,Goldfinger live (cropped).jpg,thisisbossi,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1065709,Sayuri Ishikawa 20190530.jpg,文部科学省,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q1065887,"Return to Forever IV at Neckarsulm, Germany, 20110703 014.jpg",Wikipedia-ce,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q106641,Johann Christian Bach by Thomas Gainsborough.jpg,Thomas Gainsborough,Public domain,,ok
Q106648,Fleetwood Mac Billboard 1977.jpg,Warner Bros. Records,Public domain,,ok
Q106658275,Teejayx6 laced visuals.png,Laced Visuals,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1066908,Joseph Lamb (musician) ca. 1915.jpg,Unknown author,Public domain,,ok
Q1066976,Charlie Poole (cropped).jpg,Unknown author,Public domain,,ok
Q1067714,Showtek Perform1.PNG,showtek,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q10678,Festival de Cornouaille 2017 - Ossian - 04.jpg,Jérémy Kergourlay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1067983,Chase and Status-SMS-2018-8.jpg,Sven Volkens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10681,Alan Stivell - FIL 2021.jpg,Jérémy Kergourlay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10682,Goadeg.JPG,Pipi,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q1068404,Memphis Slim.jpg,Lionel decoster,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q106861,Dk Moskau live42.jpg,Monimex,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1068713,Cheap Trick live 2007.jpg,Rob Kennedy,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1068887,Inti-Illimani2(cut).jpg,La petite étoile,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1069140,Luis miguel 328 (cropped) (2).jpg,camposart,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q107008,Count Basie in Rhythm and Blues Revue.jpg,https://archive.org/details/rhythm_blues_review,Public domain,,ok
Q1070141,Tha Dogg Pound.jpg,Connie Lodge,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1070572,Saburo Kitajima IMG 7790r R 20151025.JPG,Ogiyoshisan,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q107067,Jagjit Singh (Ghazal Maestro).jpg,Krupasindhu Muduli,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q10708,RHCP Live in London 26 June 2022.jpg,Kreepin Deth,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1072239,Chico Trujillo Rudolstadt 08.jpg,Schorle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1072372,Plaid Optronica.jpg,Kowarisuki,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1073943,Eduardo falu en canal13.jpg,Unknown author,Public domain,,ok
Q10748727,Che Linh at liveshow Khả Tú.jpg,Kha Tu,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q10751549,PASTORITA HUARACINA.jpg,Luz Elena Romero,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q107605286,João Gomes.jpg,Lucas Silva Mariano,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q10771464,HƯƠNG LAN - 2023.11.10 - P1.jpg,VIET VOICE ENTERTAINMENT,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1077637,TrioMat72.jpg,"scanned by self, photographer unknown",Public domain,,ok
Q1079264,Tunng performing at Bestival 2007.jpg,Edward Simpson,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1079267,2014 WGT 14 Christian Death.jpg,Ralf Lotys (Sicherlich),CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q108208363,Leenalchi - WOMAD 2023 (53093069725).jpg,Stephen and Helen Jones from England,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q108291862,Tokischa en 2021 - 3.jpg,Tony Dandrades,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1083203,"Christina Kubisch - kompozytorka, flecistka.jpg",Kamil Teremeski,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q10838330,Wabi Daněk.JPG,Palickap,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q108597,Dave Brubeck (1964).jpg,Jack de Nijs for Anefo / Anefo,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1087300,The cinematic orchestra.JPG,Malanovsky,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q108761978,Yeat.png,16.Osc,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1089237,Imagine di dj chuckie.png,soeperbaby,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1089581,The Oppressed.jpg,AlbertRA,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1089650,Drive Like Jehu 2014-08-31.JPG,IllaZilla,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q109053,"Art Tatum, Vogue Room 1948 (Gottlieb).jpg",William P. Gottlieb,Public domain,,ok
Q109063,Jimmy Cliff - Festival du Bout du Monde 2012 - 022 (cropped).jpg,Thesupermat,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q109106572,Focalistic (2020).png,Michael's World,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1092459,Drop Dead 031.jpg,The original uploader was Adrift* at English Wikipedia.,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,ok
Q109312907,Solstice Medusa 2019.jpg,Cclgnd,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q109406884,Uncle Waffles 01.jpg,Musiclaborotry,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1095015,2014-07-26 Clan of Xymox (Amphi festival 2014) 009.JPG,Atamari,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1095358,ClarenceAshley.png,Johnson Brown,Public domain,,ok
Q1095432,"Clarence "" Gatemouth "" Brown.jpg","Kingkongphoto &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q109569656,"Junior H @ El Domo Care - Monterrey, 2022.png",SessionLive,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q109584832,Kay Flock in 2021.png,Talk of the Town,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q109612,"Thelonious Monk, Minton's Playhouse, New York, N.Y., ca. Sept. 1947 (William P. Gottlieb 06191).jpg",William P. Gottlieb / Adam Cuerden,Public domain,,ok
Q109871,Anthrax Rockavaria 2016 (12 von 12).jpg,pitpony.photography,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q110128013,Macross pinchando en Atomic Pixel Party en BCN.jpg,Carlos LR LR,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1101377,Clifton Chenier 1977 32.jpg,Lionel Decoster,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1102092,Clockdvamoscow.jpg,Timothy Misir,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q11036,Rolling Stones bow post-show 22 May 2018 in London (41437870275).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q110388398,Wegz 2023.jpg,Benchmark ksa,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q110477,Cannonball Adderley press photo 1966.jpg,Unknown photographer,Public domain,,ok
Q1105391,CocoRosie-Casady sisters-cropped.jpg,CocoRosie_-Casady_sisters.jpg: odreiuqzide,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1107195,Coil band Portraited.png,Danial Ahmadi Manqutai,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q111087,Ofra Haza 1987.jpg,Shaul Rachamim,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q1111834,Colosseum2010.jpg,Lea-B,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1111988,Colt Ford Live @ Outlawz Ardmore Ok. 3 20 10.JPG,Dj virt,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1113168,Esoteric - Brutal Assault.jpg,Dominik Matus,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q111337,Korpiklaani - Rakuunarock 2013.jpg,Tuomas Vitikainen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1113984,Comeback Kid – Reload Festival 2016 04.jpg,Frank Schwichtenberg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q111472061,Midwxst 11 12 22.png,Ryannwiki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1115087,Commander Cody & His Lost Planet Airmen.jpg,David Gans,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q111594339,MX DD DENGUE DENGUE DENGUE - 51960980158.jpg,Secretaría de Cultura CDMX,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q111628978,"Ericdoa performing in Philadelphia, PA in November 2022.jpg",Ryannwiki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1116390,Incantation Party.San Metal Open Air 2019 02.jpg,S. Bollmann,Attribution,,ok
Q11182116,"Theodore Lolo Beabrun, Lead Singer.JPG",Vkpascal,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q11190781,"Babymetal performing at Ancienne Belgique December 4, 2023.jpg",DragonFury,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1120684,Supergrass in Madrid.jpg,Alberto Racatumba from Spain / España,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1120697,Weather Report 19810611 shinjuku fn23.jpg,Jun Tendo,Public domain,,ok
Q112208160,B-Lovee.jpg,Talk of the Town,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1122398,Naglfar Party.San Metal Open Air 2019 13.jpg,S. Bollmann,Attribution,,ok
Q1123938,Dresden Dolls3.jpg,Kyle Cassidy (identity confirmed),CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q1126131,Kronos Quartet with Paul Wiancko.jpg,Musical Instrument Museum,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1126287,Mott the Hoople.jpg,Wonker,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1126301,Jesus and Mary Chain 2007.jpg,"Liane Chan from Buena Park, United States",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1126314,Orphaned Land 1.jpg,Leonard Tulipan,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q112702265,"Eslabon Armado - interview with Tony Dandrades, 2023.png",Tony Dandrades,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1127431,Green River (1980s Sub Pop promo photo).jpg,Photograph by Charles Peterson. Distributed by Sub Pop.,Public domain,,ok
Q112861798,Asake performing in a Toronto concert (2024) (cropped).png,Mensah Memories,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1130581,KC & The Sunshine Band2.jpg,BradP,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1130624,Gang of Four in Chicago.jpg,Robman94,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1131682,Calypsojoelmaechimbinha.jpg,Murilodias10,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1131818,Royal Crown Revue.jpg,Robman94,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1132434,Searches 1964.jpg,Unknown author,Public domain,,ok
Q1132613,MeatPuppetsHi-ToneMemphis.jpg,Ian Goodell. Original uploader was Igoodell at en.wikipedia,Public domain,,ok
Q1132765,Mazzy Star.jpg,Paul Hudson from United Kingdom,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1133218,Mael Mordha Cernunnos Pagan Fest 2008 03.jpg,Vassil,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1133406,DevilDriver Paard van Troje 3.JPG,Steven Lek,Public domain,,ok
Q1133807,Sly and the Family Stone (1968 publicity photo).jpg,"Distributed by Epic Records, Daedalus Management, and William Morris Agency, Inc. Photographer uncredited and unknown.",Public domain,,ok
Q1134411,Simon Posford.jpg,AKX_,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1134615,Violent Femmes 8221.jpg,GothEric,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q113510276,"Destroy Lonely, Clout Festival 2024 06 (cropped).jpg",Wojciech Pędzich,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q1135315,Survivor sweden.jpg,Staffan Vilcans,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1135391,Hellfest2018CorrosionOfConformity 01.jpg,Selbymay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1135620,Wire sept 2013.jpg,Fergus Kelly,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q1137045,Count Raven live @ Wacken 2005 I (cropped).jpg,David Tyler,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1138029,Coven Roadburn 2017.jpg,"deepskyobject from Saint Petersburg, Russia",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1138865,Cranes hd.JPG,©noisytoy.net,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q1138974,Whitechapel (c)abbilondon.jpg,Abbi london,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q113950871,Humanity's Last Breath @ Complexity Fest 03.jpg,Grywnn,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1139517,Qiuxia gong 1947.jpg,Unknown author,Public domain,,ok
Q1140278,Quilapayún (cropped).jpg,Ministerio Secretaría General de Gobierno,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q114050700,Ken Carson live on Chaos Tour at Milwaukee 2024 (cropped).jpg,dylanisswagger,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q1140657,Cro-Mags - Reload Festival 2024 10.jpg,Frank Schwichtenberg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1140997,Crookers 2008.jpg,bine bardi,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q1141268,13-04-27 Groezrock Crossfaith Kenta Koie 03.jpg,Achim Raschka (talk),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q1141454,Dave Clark Five 1964.JPG,MGM,Public domain,,ok
