wikidata_id,name,kind,start,country,genres,photo_file,photo_author,photo_license,photo_license_url
Q1002589,Bugz in the Attic,group,,United Kingdom,Q2406633,,,,
Q100276699,Maverick City Music,group,2018,United States,Q1339121,Maverick City music.jpg,Artistrelationstribl,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1003115,Built to Spill,group,1992,United States,Q183504,Vegoose06 builttospill2 lg.jpg,Joshrhinehart,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1006517,Off Course,group,1969,Japan,Q11324951,,,,
Q100978614,Glaive,person,2005,United States,Q107515261|Q104695865,Glaiveiwillfollowyouintothedark.jpg,Ryannwiki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1010243,Buraka Som Sistema,group,2006,Portugal,Q1191544,Buraka Som Sistema.jpg,Libertinus,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q101505,Deep Purple,group,1968,United Kingdom,Q83270,,,,
Q1017857,Butch Morris,person,1947,United States,Q108297220,Butch Morris and Conduction.jpg,"Jon Hurd from Boulder, Colorado, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1018174,Butthole Surfers,group,1981,United States,Q181861|Q131535243,Butthole Surfers.jpg,Viva Nola,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1018354,Buzz Fuzz,person,1969,Kingdom of the Netherlands,Q820049,,,,
Q1022071,Frank Nagai,person,1955,Empire of Japan,Q10296747,Frank Nagai.jpg,Heibonsha Publishing company (平凡社) © 1957,Public domain,
Q1022574,C. W. McCall,person,1974,United States,Q7847156,,,,
Q1024747,Cabaret Voltaire,group,1973,United Kingdom,Q487965,Richard H Kirk DJ at Music For Real Airports Project 2010-04-24.jpg,Flickr user http://underclassrising.net/,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q102616,Isolée,person,1998,Germany,Q1931555,,,,
Q1026810,Paul Revere and the Raiders,group,1958,United States,Q3752342,Paul Revere and the Raiders 1967.JPG,"Perenchio Artists, Inc. Los Angeles. (management)",Public domain,
Q10270314,Edison Machado,person,1949,Brazil,Q13634037,,,,
Q1027165,Three 6 Mafia,group,1991,United States,Q6010117|Q1253172|Q936573,Three 6 Mafia.jpg,Jay West (Flickr profile and Jay West photography.com),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q10271783,Elevation Worship,group,2007,United States,Q1339121,Elevation Worship.jpg,Minnie Bannister,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10280037,Fany Pfumo,person,1928,Mozambique,Q1786724,,,,
Q10280322,Fausto Bordalo Dias,person,1969,Portugal,Q109350090,FaustoChapito.jpg,"Filipe Saraiva from Lisboa, Portugal",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10281447,Fernando Mendes,person,1950,Brazil,Q2464314,,,,
Q10284562,Francisco Alves,person,1918,Brazil,Q10367220,"Francisco Alves, sem data.tif",Unknown,Public domain,
Q10285239,Francisco Xavier da Cruz,person,1895,,Q502535,,,,
Q1028565,Camera Obscura,group,1996,United Kingdom,Q370778|Q842324,,,,
Q10288367,Garota Safada,group,2003,Brazil,Q10283582,,,,
Q10289428,Gian & Giovani,group,1988,Brazil,Q106594830,Gian e Giovani.jpg,"*Savaman* from Sao Paulo City / Ipiranga, Brasil",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1029506,Camilo Sesto,person,1964,Spain,Q5747258|Q6496560,"20170512, Camilo Sesto.jpg",Ministerio Secretaría General de Gobierno,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q10306713,Jerry Adriani,person,1964,Brazil,Q6296743,Jerry Adriani.jpg,Mauriciobotti,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10306910,Jill Tracy,person,1995,United States,Q1166158,Jill Tracy backstage2.jpg,Jill Tracy,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10308035,Jorge & Mateus,group,2005,Brazil,Q1958273|Q10370558,JeMperfil.jpg,Fellipe Erick,Public domain,
Q10310921,Jovelina Pérola Negra,person,1944,Brazil,Q3360459,,,,
Q10311963,João Paulo & Daniel,group,1980,Brazil,Q106594830,José Daniel Camillo.jpg,Sérgio (Savaman) Savarese,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1031228,National Health,group,1975,United Kingdom,Q727803,,,,
Q1031338,Earthless,group,2001,United States,Q98528291,Earthless.jpg,Greg Neate,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10314010,Katinguelê,group,1992,Brazil,Q10343541,,,,
Q10316110,Lamartine Babo,person,1904,Brazil,Q3889661,"Lamartine Babo, 1956.tif",Unknown,Public domain,
Q10317842,Lia de Itamaracá,person,1944,Brazil,Q504476,Liadeitamaraca minc flickr.jpg,"Janine Moraes, Ministério da Cultura (Brasil)",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10318415,Limão com Mel,group,,Brazil,Q10283582,,,,
Q10320631,Luiz Ayrão,person,1942,Brazil,Q10367222,Luiz ayrao remix tvbrasil.jpg,"Mídia promocional do programa Samba na Gamboa (TV Brasil), remix de Praxides",CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en
Q10322332,MC Leozinho,person,1977,Brazil,Q10286515,,,,
Q10322333,MC Guimê,person,2010,Brazil,Q15893013,MC Guime Performing Live in Sao Paulo.JPG,Tico Fernandes,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10322334,MC Marcinho,person,1993,Brazil,Q117745223|Q1931130|Q10286515,MC Marcinho at Os Suburbanos in 2019.jpg,Humor Multishow,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q10325378,Marconi Notaro,person,,Brazil,Q10387147,,,,
Q103258,Neelix,person,1995,Germany,Q2385862,Neelix (DJ) - 01 Jun 2007.jpg,Wiska Bodo,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q10327219,Mastruz com Leite,group,1990,Brazil,Q10283582,Mastruz com Leite em Caetité Bahia 2001.jpg,André Koehne,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q10329004,Mestre Ambrósio,group,,Brazil,Q1759189,,,,
Q10329038,Mestre Verequete,person,1916,Brazil,Q1036183,Mestre Verequete.jpg,Unknown author,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10329042,Mestre Vieira,person,1934,Brazil,Q10292943,Mestre vieira 2011.jpg,Gustavo Dreher,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10330035,Milionário & José Rico,group,1970,Brazil,Q1958273,Milionario e jose rico.jpg,Zubreski,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10330096,Miltinho,person,1940,Brazil,Q10367259,Miltinho (1969).tif,Unknown,Public domain,
Q10333178,Mundo Livre S/A,group,1984,Brazil,Q1759189,Fred04 tvbrasil.jpg,"Mídia promocional do programa Diverso, da TV Brasil.",CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en
Q1033480,Cannon’s Jug Stompers,group,,United States,Q1075338,,,,
Q10335997,Neguinho da Beija-Flor,person,1974,Brazil,Q3470692,Neguinho da Beija-Flor 2014 (bf55).jpg,"Sebástian Freire from Rio de Janeiro, Brasil",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q10336072,Nelson Ferreira,person,1902,Brazil,Q1455932|Q10285947,,,,
Q10336076,Nelson Freitas,person,1997,,Q1597549,,,,
Q10340215,Odair José,person,1970,Brazil,Q2464314,Odair José.jpg,TV Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en
Q10341515,Orlandivo,person,1937,Brazil,Q10367259,,,,
Q10341548,Orlando Pantera,person,1967,Cape Verde,Q2891921,,,,
Q10341995,Os Incríveis,group,1961,Brazil,Q6296743,,,,
Q10344640,Parangolé,group,1998,Brazil,Q25448883,Parangolé - Carnaval de 2012 (3).jpg,"Bahia Notícias from Salvador, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1034596,Capercaillie,group,1984,United Kingdom,Q854451,Nuernberg 2005 017.jpg,"Ralf Schulze from Koblenz, Germany",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10348267,Pena Branca & Xavantinho,group,1962,Brazil,Q106594814|Q10331354,,,,
Q1034857,Cappella,group,1987,Italy,Q30917612,,,,
Q1035235,Cap'n Jazz,group,1989,United States,Q10926|Q39052425,Capn-jazz.jpg,Nicole Kibert (elawgrrl),CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1035247,Car Bomb,group,2000,United States,Q616679,Car Bomb @ Euroblast Festival 2017 110.jpg,Grywnn,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1035286,Carabao,group,1976,Thailand,Q6665252,Carabao March 2014.jpg,Pierre Theze,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1035310,Carach Angren,group,2003,Kingdom of the Netherlands,Q1621467,Seregor (Carach Angren) playing guitar (desaturated).jpg,Original image photographed by Clownhouse III *derivative work: – Kerαunoςcopia◁galaxies,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1035442,Caravan Palace,group,2008,France,Q602561,Caravan Palace Ottawa Bluesfest 2010.jpg,"Mike Gifford from Ottawa, Canada",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q103550,The Velvet Underground,group,1965,United States,Q1641839|Q217467|Q27190,Velvet Underground 1968 by Billy Name.png,"Name, Billy",Public domain,
Q10357548,Rastapé,group,1999,Brazil,Q10283584,,,,
Q10359176,Marc Forrester,person,,,Q1102161|Q2710523,,,,
Q10359386,Renato Teixeira,person,1945,Brazil,Q106594814,2º Festival Nacional da Viola - Último dia 22-10-2022 (52451102008).jpg,"Prefeitura São José do Rio Preto from São José do Rio Preto SP, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10359400,Renato e Seus Blue Caps,group,1960,Brazil,Q6296743,,,,
Q1036131,Dan Snaith,person,2001,Canada,Q1435509,Daniel Victor Snaith 2005.jpg,AlexReynolds at English Wikipedia,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q10363097,Riva Starr,person,2000,Italy,Q2365784,,,,
Q103651,Glenn Miller,person,1923,United States,Q203775|Q105756581,Glenn Miller Billboard.jpg,Unknown author,Public domain,
Q1036918,هشام عباس,person,1977,Egypt,Q2610186,Hisham Abbas 2008-07-15 Cairo.jpg,Mohamed Al-Tantawi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10369763,Selma do Coco,person,1935,Brazil,Q502448,Selma do Coco no 12º Encontro Pernambucano de Coco (5928971676).jpg,Prefeitura de Olinda,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q103759,Cesária Évora,person,1957,Cape Verde,Q2982341|Q502535,Cesária Évora (2457851527).jpg,As fotos da Virada!,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q10376356,Sílvio Caldas,person,1908,Brazil,Q10370216,Silviocaldas.JPG,Sperandelli,Public domain,
Q103767,Charlie Parker,person,1937,United States,Q8341|Q105513,Portrait of Charlie Parker in 1947.jpg,William P. Gottlieb,Public domain,
Q103774,Ravi Shankar,person,1930,Dominion of India,Q1323698|Q1770695,Ravi Shankar.jpg,Markgoff2972,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10384826,Trio Nordestino,group,,Brazil,Q586110,Trio Nordestino.tif,Unknown,Public domain,
Q1039647,Hiroshi Itsuki,person,1965,Japan,Q873478,Hiroshi Itsuki 20220621 - Appointed Peninsula Ambassador.jpg,国土交通省,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q1040688,Flatt and Scruggs,group,1948,United States,Q213714|Q7832321,Earl Scruggs and Lester Flatt.jpg,Unknown author,Public domain,
Q1041034,Lecrae,person,2004,United States,Q2238236,"Lecrae at Marine Corps Air Station Iwakuni, Japan, Jan. 9, 2018 (cropped).jpg",Lance Cpl. Muriah King,Public domain,
Q1041947,Los Chalchaleros,group,1948,Argentina,Q597493|Q3106448,Los Chalchaleros - 1965.jpg,Los Chalchaleros y RCA Víctor,Public domain,
Q1042234,Jag Panzer,group,1981,United States,Q108665742,Jag Panzer 21 (28177004121).jpg,Jeffrey Pollack,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1042647,Braguinha,person,1929,Brazil,Q3889661,João de Barro (Braguinha) 1945.png,Unknown author,Public domain,
Q104326,Jean-Michel Jarre,person,1969,France,Q9778|Q79784514,Jean Michel Jarre B10-2016.jpg,A.Savin,FAL,http://artlibre.org/licence/lal/en
Q104358,Billie Holiday,person,1933,United States,Q8341|Q1530455,Billie Holiday Billboard.jpg,Unknown author,Public domain,
Q104372,Doris Day,person,1939,United States,Q1196752,Doris Day 1958 crop.jpg,Los Angeles Times,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q1044027,Carnifex,group,2005,United States,Q475221,Carnifex With Full Force 2014 08.JPG,S. Bollmann,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1044154,Nino D'Angelo,person,1957,Italy,Q1195630|Q6993291,Nino D'Angelo '92.jpg,ARCHIsavio at Italian Wikipedia,Public domain,
Q1044384,Carolina Chocolate Drops,group,2005,United States,Q972424,Carolinachocolatedrops.jpg,John Krupsky,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q104490038,Hildegard von Blingin',person,,Canada,Q96647680,,,,
Q104520548,Unique 3,group,1988,,Q106522080,,,,
Q10461933,"Crosby, Stills, Nash & Young",group,1968,United States,Q186472,CSNY 8-1974 (1).jpg,Tony Morelli,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q104771504,Sada Baby,person,2013,United States,Q106839650,,,,
Q104772823,MikeQ,person,,,Q106522098,,,,
Q104772838,Digga D,person,2015,United Kingdom,Q15697534|Q65943851,,,,
Q104839629,Lotic,person,1989,United States,Q96376113,,,,
Q104904549,Natanael Cano,person,2019,Mexico,Q108665706,Cano4.jpg,https://www.youtube.com/channel/UCoHq_YXYcZGObsCqvymQpEA (EL BARBAS PRODUCTION),CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q1049145,The Spencer Davis Group,group,1963,United Kingdom,Q4971442,Spencer Davis Group 08072006 NSU 04.JPG,Joachim Köhler,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q104919,Gabriel Fauré,person,1861,France,Q4797274|Q2737175|Q194172|Q852027|Q6941842,FauréPirou1905.jpg,Eugène Pirou,Public domain,
Q104919331,Dareyes de la Sierra,group,,Mexico,Q101440473,,,,
Q1049345,Casting Crowns,group,1999,United States,Q1379958,Casting Crowns Come to the Well Tour.jpg,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10504997,Ging Nang Boyz,group,2003,Japan,Q11661531,,,,
Q1051417,Starsailor,group,2000,United Kingdom,Q3231749,Starsailor in Rock in Rio 2006.JPG,No machine-readable author provided. Juntas assumed (based on copyright claims).,Public domain,
Q1052019,M.O.P.,group,1993,United States,Q966564,Mop-04-mika.jpg,Mikamote,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1052139,The Roots,group,1987,United States,Q141459|Q255406|Q438503,The Roots 2007.jpg,"Aaron Matthews from Thornhill, Canada.",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1052564,Stryper,group,1983,United States,Q822914,Stryper 2016.jpg,Justin Higuchi,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1053260,Cem Karaca,person,1961,Turkey,Q483740,2021 09 15 Moda Cem Karaca Heykeli.jpg,HalitBaris,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q105440,Frank Kvitta,person,1981,Germany,Q307054,Frank18.jpg,Schubfaktor Records,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1054527,Sergio Bruni,person,1944,Italy,Q1195630,Sergio Bruni - Augusto De Luca photographer.jpg,Augusto De Luca,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q105460,John Denver,person,1962,United States,Q2280497,John Denver 1975.JPG,ABC Television,Public domain,
Q105461805,Zé Vaqueiro,person,1999,Brazil,Q108857881,Zé Vaqueiro 2020.jpg,Danzin,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q105467202,Vitor Fernandes,person,1996,Brazil,Q108857881,,,,
Q105525534,Voodoo Church,group,,,Q1164252,,,,
Q1056163,Cerrone,person,1972,France,Q98528149|Q2608506,CERRONE Marc 02-24x30-2009.jpg,Studio Harcourt,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q105726987,Moe Shop,person,,Japan,Q80725127,,,,
Q1057805,James Taylor Quartet,group,1985,United Kingdom,Q221772,JTQ3.jpg,No machine-readable author provided. Biopresto assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q1058729,Hugues Dufourt,person,1943,France,Q1245902,Dufourt.jpg,Hugues Dufourt,Public domain,
Q105875,Herbie Hancock,person,1961,United States,Q1092837|Q105527|Q1127530|Q38656,Herbie Hancock.jpg,pixgremlin: http://www.aworan.com c/o Pix Gremlin,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q105902791,Tarcísio do Acordeon,person,1993,Brazil,Q108857881,,,,
Q106036729,L-Gante,person,2017,Argentina,Q111357005,L-Gante Conferencia de prensa (51861017602).jpg,Ministerio de Cultura de la Nación,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1060576,The Drifters,group,1953,United States,Q28206879|Q546359|Q4875789,The Drifters.png,Atlantic Records,Public domain,
Q1060648,Chambao,group,2002,Spain,Q108297241,Chambao.jpg,No machine-readable author provided. Malagaes~commonswiki assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q106078330,Central Cee,person,2014,English people,Q65943851,Central cee-5.jpg,200izo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1060797,Elastica,group,1992,United Kingdom,Q189045,,,,
Q1061590,The Marshall Tucker Band,group,1972,United States,Q852767,Marshall Tucker Band on the 4th.jpg,Kyle James,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1062314,Chano Domínguez,person,1960,Spain,Q1426909,Chano Domínguez.jpg,"Antonio Mijas, España",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1062320,Chano Pozo,person,1915,Cuba,Q3163340,Chano Pozo.jpg,Unknown author,Public domain,
Q1062552,Chaos UK,group,1979,United Kingdom,Q383615|Q1750088,CHAOS UK 25 feb 1995 Arnhem.jpg,Kees van der Stolk,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1062941,Fantastic Plastic Machine,person,1988,Japan,Q1207347,,,,
Q106308191,Peter Okoye,person,2003,Nigeria,Q25099840,Peter Okoye.jpg,globacomlimited,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q106395,Stefan Mross,person,1975,Germany,Q2532274,Stefan Mross 2025.jpg,Sven Mandel,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1064319,Goldfinger,group,1994,United States,Q460674,Goldfinger live (cropped).jpg,thisisbossi,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q106570642,Mejja,person,2008,Kenya,Q122034475,,,,
Q1065709,Sayuri Ishikawa,person,1973,Japan,Q873478,Sayuri Ishikawa 20190530.jpg,文部科学省,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q1065887,Return to Forever,group,1972,United States,Q105527,"Return to Forever IV at Neckarsulm, Germany, 20110703 014.jpg",Wikipedia-ce,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q106641,Johann Christian Bach,person,1760,Electorate of Saxony,Q1136846,Johann Christian Bach by Thomas Gainsborough.jpg,Thomas Gainsborough,Public domain,
Q106648,Fleetwood Mac,group,1967,United Kingdom,Q484641|Q217191|Q918542,Fleetwood Mac Billboard 1977.jpg,Warner Bros. Records,Public domain,
Q106658275,Teejayx6,person,2017,United States,Q122143484,Teejayx6 laced visuals.png,Laced Visuals,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q1066908,Joseph Lamb,person,1887,United States,Q2976236|Q185652,Joseph Lamb (musician) ca. 1915.jpg,Unknown author,Public domain,
Q1066976,Charlie Poole,person,1918,United States,Q972424,Charlie Poole (cropped).jpg,Unknown author,Public domain,
Q1067714,Showtek,group,2001,Netherlands,Q15300817|Q223840|Q2611143,Showtek Perform1.PNG,showtek,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q10678,Yann-Fañch Kemener,person,1957,France,Q3083000,Festival de Cornouaille 2017 - Ossian - 04.jpg,Jérémy Kergourlay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1067983,Chase & Status,group,2003,United Kingdom,Q188994|Q107332291,Chase and Status-SMS-2018-8.jpg,Sven Volkens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10681,Alan Stivell,person,1953,France,Q2662148|Q854451,Alan Stivell - FIL 2021.jpg,Jérémy Kergourlay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10682,Sœurs Goadec,group,,France,Q3083000,Goadeg.JPG,Pipi,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q1068404,Memphis Slim,person,1915,United States,Q2603965,Memphis Slim.jpg,Lionel decoster,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q106861,Dschinghis Khan,group,1979,West Germany,Q1374731,Dk Moskau live42.jpg,Monimex,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1068713,Cheap Trick,group,1974,United States,Q837837,Cheap Trick live 2007.jpg,Rob Kennedy,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1068887,Inti-Illimani,group,1967,Chile,Q1151259|Q3879286,Inti-Illimani2(cut).jpg,La petite étoile,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1069140,Luis Miguel,person,1981,Mexico,Q489913|Q547137|Q6496560,Luis miguel 328 (cropped) (2).jpg,camposart,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q107008,Count Basie,person,1924,United States,Q203775|Q105756581,Count Basie in Rhythm and Blues Revue.jpg,https://archive.org/details/rhythm_blues_review,Public domain,
Q1070141,Tha Dogg Pound,group,1992,United States,Q1045541,Tha Dogg Pound.jpg,Connie Lodge,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1070572,Saburō Kitajima,person,1962,Japan,Q873478,Saburo Kitajima IMG 7790r R 20151025.JPG,Ogiyoshisan,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q107067,Jagjit Singh,person,1960,Dominion of India,Q281111|Q110230816,Jagjit Singh (Ghazal Maestro).jpg,Krupasindhu Muduli,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q10708,Red Hot Chili Peppers,group,1982,United States,Q835891|Q667659|Q11366,RHCP Live in London 26 June 2022.jpg,Kreepin Deth,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10715833,Vinterland,group,1992,Sweden,Q2997058,,,,
Q10719888,White Ring,group,2009,United States,Q1840167,,,,
Q1072239,Chico Trujillo,group,1999,Chile,Q9051042,Chico Trujillo Rudolstadt 08.jpg,Schorle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1072372,Plaid,group,1991,United Kingdom,Q660984,Plaid Optronica.jpg,Kowarisuki,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q107345948,Hamid al-Saadi,person,1958,,Q12193614,,,,
Q1073943,Eduardo Falú,person,1945,Argentina,Q3106448,Eduardo falu en canal13.jpg,Unknown author,Public domain,
Q107452045,Tinlicker,group,2012,Netherlands,Q116296482,,,,
Q10748727,Chế Linh,person,1962,Vietnam,Q61127902,Che Linh at liveshow Khả Tú.jpg,Kha Tu,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q10751549,Pastorita Huaracina,person,1930,Peru,Q2307786|Q5903971,PASTORITA HUARACINA.jpg,Luz Elena Romero,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1075851,Choking Victim,group,1992,United States,Q2657409|Q116148184,,,,
Q107605286,João Gomes,person,2021,Brazil,Q108857881,João Gomes.jpg,Lucas Silva Mariano,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q10771464,Hương Lan,person,1956,Vietnam,Q61127902,HƯƠNG LAN - 2023.11.10 - P1.jpg,VIET VOICE ENTERTAINMENT,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q1077637,Trio Matamoros,group,1925,Cuba,Q15830404|Q6397421|Q4428744,TrioMat72.jpg,"scanned by self, photographer unknown",Public domain,
Q1079264,Tunng,group,2003,United Kingdom,Q1435509,Tunng performing at Bestival 2007.jpg,Edward Simpson,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1079267,Christian Death,group,1979,United States,Q1164252,2014 WGT 14 Christian Death.jpg,Ralf Lotys (Sicherlich),CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q1080874,Jeromes Dream,group,1997,United States,Q11363|Q9253748,,,,
Q10810227,Quách Thị Hồ,person,1909,Vietnam,Q81105,,,,
Q108208363,Leenalchi,group,2019,South Korea,Q121437389,Leenalchi - WOMAD 2023 (53093069725).jpg,Stephen and Helen Jones from England,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q10824899,Thanh Thúy,person,1957,Vietnam,Q61127902,,,,
Q108291862,Tokischa,person,2018,Dominican Republic,Q16491869,Tokischa en 2021 - 3.jpg,Tony Dandrades,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q1083203,Christina Kubisch,person,1948,Germany,Q1744327,"Christina Kubisch - kompozytorka, flecistka.jpg",Kamil Teremeski,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q10838330,Wabi Daněk,person,1947,Czech Republic,Q5201841,Wabi Daněk.JPG,Palickap,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q108529670,Habstrakt,person,1990,France,Q27345019,,,,
Q108597,Dave Brubeck,person,1940,United States,Q327547,Dave Brubeck (1964).jpg,Jack de Nijs for Anefo / Anefo,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q108631491,S3fa,person,2017,Ghana,Q1455487,,,,
Q108633063,AC Slater,person,1979,United States,Q27345019,,,,
Q10864039,Original Love,group,1985,Japan,Q1207347,,,,
Q1087300,The Cinematic Orchestra,group,1999,United Kingdom,Q1136331,The cinematic orchestra.JPG,Malanovsky,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q108761978,Yeat,person,2015,United States,Q111133884,Yeat.png,16.Osc,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q108798079,Cat Dealers,group,,Brazil,Q85748774,,,,
Q108824597,Cruel Santino,person,2016,Nigeria,Q110592306,,,,
Q1089237,Chuckie,person,1993,Suriname,Q1228230,Imagine di dj chuckie.png,soeperbaby,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1089581,The Oppressed,group,1981,United Kingdom,Q274401,The Oppressed.jpg,AlbertRA,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1089650,Drive Like Jehu,group,1990,United States,Q377910,Drive Like Jehu 2014-08-31.JPG,IllaZilla,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
