wikidata_id,musicbrainz_id,name,parent_wikidata_id,parent_name,level,children_direct,descendants_total,display_rule,epoch_year,origin,group,bpm_min,bpm_max,parent_choice,wikidata_parents_raw,wikipedia_links,featured,family_shape,family_hue
Q9778,89255676-1f14-4dd8-bbad-fca839d6aff4,electronic music,,,0,26,391,dial,1920,,,,,root,,108,1,circle,295
Q863539,d89f1b3c-0e50-474e-8a76-443199dbc484,binaural beats,Q9778,electronic music,1,0,0,ring,1839,,AMBIENT & CHILL-OUT,,,single,electronic music,17,,,
Q111387914,faf91afb-d07f-46dc-bf38-45200c22201f,moogsploitation,Q9778,electronic music,1,0,0,ring,1966,,SYNTH & RETRO,,,single,electronic music,0,,,
Q193207,608b0471-7531-4854-a348-e698c69cb699,ambient music,Q9778,electronic music,1,6,17,ring,1967,Japan · United Kingdom,AMBIENT & CHILL-OUT,,,attach,popular music,54,,,
Q213121,6c76d9ec-0924-4fc9-bb22-91a695ca09d6,new age music,Q193207,ambient music,2,4,4,ring,1960,Europe · United States,,,,attach,popular music,47,,,
Q613874,27f6e0f8-8d02-4f15-ac9f-45c5798978b7,neoclassical new-age music,Q213121,new age music,3,0,0,ring,1972,,,,,single,new age music,2,,,
Q622688,ba1b6ce0-b4e0-4c89-b472-37c969e9cdfb,Andean new age music,Q213121,new age music,3,0,0,ring,1980,,,,,single,new age music,1,,,
Q98528207,fff215c1-bded-4749-9d44-d29bf44c6be4,Celtic new age,Q213121,new age music,3,0,0,ring,,,,,,auto,Celtic music | new age music,0,,,
Q112593424,67623f54-1090-41d7-836e-3f70a487bf47,Native American new age music,Q213121,new age music,3,0,0,ring,,,,,,single,new age music,0,,,
Q16625659,cb058995-96b0-45ed-a3db-2f066bfe948d,space ambient,Q193207,ambient music,2,0,0,ring,1971,,,,,auto,ambient music | space music,0,,,
Q98528139,94bd08a1-367d-49ad-a9f5-6db1c08f196a,tribal ambient,Q193207,ambient music,2,0,0,ring,1978,,,,,auto,ambient music | tribal music,0,,,
Q756956,01ecf8e4-7f7a-4145-ae97-504d3109633d,dark ambient,Q193207,ambient music,2,3,7,ring,1988,Europe · United States,,,,auto,ambient music | post-industrial music,29,,,
Q48971892,c89a76aa-2149-499e-946b-8299aa2f4ab3,dungeon synth,Q756956,dark ambient,3,4,4,ring,1991,,,,,attach,popular music,12,,,
Q112118786,f8344ab4-cdd1-4acc-829b-8be207ea54d0,winter synth,Q48971892,dungeon synth,4,0,0,ring,1998,,,,,single,dungeon synth,0,,,
Q112118783,0b8b564c-fb7f-4f6d-b40f-e432b2a1ae02,comfy synth,Q48971892,dungeon synth,4,0,0,ring,2018,,,,,single,dungeon synth,0,,,
Q140630035,37369d59-6ffd-4c9d-be9f-913cad71f740,dungeon chip,Q48971892,dungeon synth,4,0,0,ring,,,,,,auto,bit music | dungeon synth,0,,,
Q140369600,dc7b3df8-0f8c-4bcd-9daa-8eca53c3e1f9,keller synth,Q48971892,dungeon synth,4,0,0,ring,,,,,,single,dungeon synth,0,,,
Q106642137,fa969459-94a6-4c47-9770-c8517b180645,black ambient,Q756956,dark ambient,3,0,0,ring,,,,,,single,dark ambient,2,,,
Q12671486,1deaf1c4-d01b-4a3c-adc4-ff45cf09264c,ritual ambient,Q756956,dark ambient,3,0,0,ring,,,,,,single,dark ambient,2,,,
Q113447222,8a7503ae-543b-4be3-b8dd-c031bc8548a0,ambient americana,Q193207,ambient music,2,0,0,ring,,,,,,single,ambient music | music of North America,0,,,
Q112159506,d5541aec-ffc2-4bc5-834d-d72f0718996a,kankyō ongaku,Q193207,ambient music,2,0,0,ring,,,,,,single,environmental music,0,,,
Q79784514,2d069613-cd1b-4ce8-ad90-d0925e4ff9c9,progressive electronic music,Q9778,electronic music,1,1,1,ring,1969,,SYNTH & RETRO,,,auto,progressive music | synth music,1,,,
Q530750,ae93e318-c563-4bb7-9a48-eb2f4e4df96f,Berlin School of electronic music,Q79784514,progressive electronic music,2,0,0,ring,1974,Germany,,,,single,progressive electronic music,12,,,
Q851213,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music,Q9778,electronic music,1,74,312,group,1977,,CLUB & DANCEFLOOR,,,auto,club/dance music | electronic music,54,,,
Q217597,60f00d05-df4d-496e-8f5a-c45c03a56ad4,electro,Q851213,electronic dance music,2,0,0,ring,1980,,HOUSE & TECHNO,,,single,electronic dance music,35,,,
Q4049849,4e45ed10-6896-4911-8b5d-366f38af0f40,spacesynth,Q851213,electronic dance music,2,1,1,ring,1981,,RETRO & EURODANCE > SYNTH REVIVAL,,,single,electronic dance music,4,,,
Q108297232,d9ca03bf-e5b8-47f2-a0b2-d9951ba34559,doskpop,Q4049849,spacesynth,3,0,0,ring,1995,,,,,auto,spacesynth | tracker music,0,,,
Q372103,f3818817-6235-48d5-82f7-b223eb0261d9,electronic body music,Q851213,electronic dance music,2,3,4,ring,1982,Belgium · Canada · Germany · United Kingdom,RETRO & EURODANCE > ELECTRO & BODY MUSIC,,,auto,electronic dance music | post-industrial music,33,,,
Q1890098,637d81ef-90b2-4385-9726-5ecf47daf4e4,new beat,Q372103,electronic body music,3,1,1,ring,1987,Belgium,,,,single,electronic body music,16,,,
Q106577108,2d663a70-d823-4d21-a755-2c91cb039eea,hard beat,Q1890098,new beat,4,0,0,ring,1989,Belgium,,,,single,new beat,1,,,
Q828243,6df6e38b-2a6f-4990-94dc-ea48eba4f8ad,futurepop,Q372103,electronic body music,3,0,0,ring,1993,,,,,auto,electronic body music | synth-pop,22,,,
Q2693142,72b2e254-8ec9-4244-b1be-911a683ae0ff,techno body music,Q372103,electronic body music,3,0,0,ring,,,,,,auto,electronic body music | techno,2,,,
Q655514,c37edb66-6712-46e2-b5fd-c4d386cf844f,freestyle music,Q851213,electronic dance music,2,0,0,ring,1982,United States,RETRO & EURODANCE > EURODANCE,,,auto,dance-pop | electronic dance music | electronic pop,14,,,
Q20502,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music,Q851213,electronic dance music,2,48,71,group,1982,United States,HOUSE & TECHNO,,,single,electronic dance music,67,,,
Q1071961,eb815795-3ac3-4433-b957-b14e7ccf112d,Chicago house,Q20502,house music,3,0,0,ring,1981,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,single,house music,20,,,
Q928825,092f40b5-9157-41f2-8243-68b704cd0ed1,garage house,Q20502,house music,3,1,1,ring,1983,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,single,house music,18,,,
Q97277483,f2c19c14-82b2-4e99-a84b-c14fe39d4362,New Jersey sound,Q928825,garage house,4,0,0,ring,1987,United States,,,,single,garage house,3,,,
Q874038,7fa479e7-3d35-40d1-96f7-b619a5ca9d9f,deep house,Q20502,house music,3,1,1,ring,1985,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,single,house music,32,,,
Q108555812,6de95c7c-b404-4e2a-8571-739b9ae0c5ed,lo-fi house,Q874038,deep house,4,0,0,ring,2015,,,,,auto,deep house | outsider house,1,,,
Q341364,54c01942-22fd-4184-9877-1db0089b18f1,acid house,Q20502,house music,3,0,0,ring,1987,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,auto,acid | house music | rave music,31,,,
Q116875230,2f90721b-70be-4657-920f-4978ed0fc801,gospel house,Q20502,house music,3,0,0,ring,1987,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,0,,,
Q3056538,14e05f33-e086-4232-8e62-ef4b2ae05c38,Latin house,Q20502,house music,3,0,0,ring,1987,United States,LATIN & BRAZILIAN HOUSE,,,auto,Latin music | house music,10,,,
Q2465085,cc2327cf-88a3-476b-950c-296c382eabd9,ambient house,Q20502,house music,3,0,0,ring,1988,Japan · United Kingdom,"DEEP, MINIMAL & ORGANIC",,,auto,chill-out music | house music,16,,,
Q4852979,6889a005-a736-4131-b399-510094d86db0,Baltimore club,Q20502,house music,3,0,0,ring,1988,United States,BASS & CLUB HOUSE,,,auto,East Coast club | breakbeat | house music,6,,,
Q3032212,a6e22eba-5f6f-4042-befa-a6c881eec0e2,diva house,Q20502,house music,3,1,1,ring,1988,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,single,house music,9,,,
Q5655695,c05828d7-9647-4eba-8f3a-b77a4b129453,hardbag,Q3032212,diva house,4,0,0,ring,1990,United Kingdom,,,,auto,Eurohouse | diva house,2,,,
Q30917612,8f8cbcde-3948-4be5-8bf0-8073f13e4b60,Eurohouse,Q20502,house music,3,0,0,ring,1988,,EUROPEAN & ASIAN SCENES,,,single,house music,4,,,
Q601235,b99d935b-cc28-404f-a306-50b7d468304f,hip house,Q20502,house music,3,0,0,ring,1988,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,auto,hip-hop | house music | rapping,19,,,
Q2702280,0abc808d-5d95-4839-8d60-f48ca244d68a,Italo house,Q20502,house music,3,0,0,ring,1988,Italy · United Kingdom · United States,EUROPEAN & ASIAN SCENES,,,single,house music,12,,,
Q202925,57159d7c-faa8-4266-abe1-7504e312fc88,tribal house,Q20502,house music,3,1,1,ring,1988,United States,LATIN & BRAZILIAN HOUSE,,,single,house music | tribal music,12,,,
Q111678759,e18e281d-7287-49fb-b513-f15f45caf0ca,guaracha,Q202925,tribal house,4,0,0,ring,2016,,,,,single,tribal house,2,,,
Q106522098,ede9a040-d08d-443e-981b-a8f3d1da743e,ballroom,Q20502,house music,3,0,0,ring,1989,,BASS & CLUB HOUSE,,,single,US bass music | house music,0,,,
Q915152,70adb285-e1f7-458a-823f-5cbda5e291c4,progressive house,Q20502,house music,3,1,1,ring,1990,Germany · Netherlands · United Kingdom,BIG ROOM & FESTIVAL,,,single,house music | progressive electronic dance music,25,,,
Q140637712,253064b4-ec3d-4a45-b0d9-669428824de2,epic house,Q915152,progressive house,4,0,0,ring,,,,,,single,progressive house,0,,,
Q109538574,36f3209d-503c-4126-a876-f1be01498458,vinahouse,Q20502,house music,3,0,0,ring,1990,Vietnam,EUROPEAN & ASIAN SCENES,,,single,house music,3,,,
Q2748817,75ddea23-a5f4-466c-951c-900d45fc352c,ghetto house,Q20502,house music,3,2,2,ring,1992,United States,CLASSIC HOUSE > CHICAGO & THE ORIGINS,,,single,house music,8,,,
Q1521688,511a3aa8-abdb-4e63-b11c-2d50ab19b373,ghettotech,Q2748817,ghetto house,4,0,0,ring,1994,United States,,,,single,US bass music | ghetto house,13,,,
Q24885387,36cdb9a1-a19e-4c8f-a887-c451e71cca46,juke,Q2748817,ghetto house,4,0,0,ring,1997,,,,,single,ghetto house,0,,,
Q1585015,9c5052e0-36ff-4b92-9447-58f44ffdf682,hard house,Q20502,house music,3,2,2,ring,1992,United Kingdom,BIG ROOM & FESTIVAL,,,single,hard dance | house music,15,,,
Q106522190,7c42bdd8-e8c6-42d4-930b-02f04abc9f8a,scouse house,Q1585015,hard house,4,0,0,ring,1998,,,,,single,hard house,0,,,
Q28458027,d3a28fe9-40f8-47d7-8fe9-b741307f5b49,hardbass,Q1585015,hard house,4,0,0,ring,2001,Russia,,,,single,pumping house,25,,,
Q949369,62e4c7cb-a2b3-462b-8d96-1b0d66ee6cf3,funky house,Q20502,house music,3,0,0,ring,1993,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,16,,,
Q598593,1f9c4b4a-c43d-40bd-b806-357153641fd0,tech house,Q20502,house music,3,2,2,ring,1993,Spain · United States,BIG ROOM & FESTIVAL,,,single,house music,17,,,
Q112829330,82c2ef18-d28a-48fa-992e-793328bcc117,deep tech,Q598593,tech house,4,0,0,ring,2009,,,,,single,tech house,0,,,
Q122474257,d706c066-a33d-49e8-ad7e-d456234854f7,rominimal,Q598593,tech house,4,0,0,ring,,,,,,single,minimal house | tech house,0,,,
Q1455292,5acda04e-995d-4f79-9a66-5fe6a977ce15,French house,Q20502,house music,3,0,0,ring,1995,France · United Kingdom,EUROPEAN & ASIAN SCENES,,,single,house music,28,,,
Q1931555,bbce54eb-a477-4b23-ac81-d3b9aac43756,microhouse,Q20502,house music,3,0,0,ring,1996,Europe,"DEEP, MINIMAL & ORGANIC",,,single,house music | minimal EDM,12,,,
Q5071702,5c1976f4-700b-4737-95a6-fee0fa0a8442,changa tuki,Q20502,house music,3,0,0,ring,1997,Venezuela,LATIN & BRAZILIAN HOUSE,,,auto,Latin electronic music | house music,3,,,
Q627906,05247982-e44f-4c58-96f8-a5453be69f5f,electro house,Q20502,house music,3,5,6,ring,1997,Europe · Netherlands,BIG ROOM & FESTIVAL,,,single,house music,29,,,
Q113493820,bb55e7aa-ec06-4605-b867-ee66938713e1,French electro,Q627906,electro house,4,0,0,ring,2000,,,,,single,electro house,0,,,
Q2365784,60cbcb55-852b-4329-9392-30a697802b71,fidget house,Q627906,electro house,4,0,0,ring,2005,,,,,single,electro house,5,,,
Q1228230,7201af41-f0f5-4b21-b09b-d0bf86e7b3e6,Dutch house,Q627906,electro house,4,1,1,ring,2007,,,,,single,electro house,8,,,
Q130301602,54bfae60-074c-484d-90c4-260135823190,noiadance,Q1228230,Dutch house,5,0,0,ring,,,,,,auto,Brazilian funk | Dutch house,0,,,
Q11691380,d20c40f8-935f-43f3-80cb-b65857abb7fc,complextro,Q627906,electro house,4,0,0,ring,2008,,,,,single,electro house,5,,,
Q20047305,ffb5811c-7e3c-4807-82ef-4caec5167344,Melbourne bounce,Q627906,electro house,4,0,0,ring,2011,Australia,,,,single,electro house,6,,,
Q956717,8894628d-7f01-4936-913f-949fcf6ae91b,kwaito,Q20502,house music,3,1,1,ring,1998,South Africa,AFRICAN HOUSE,,,single,house music | music of South Africa,19,,,
Q135369460,5144fcc9-6cc7-471f-ab78-565e57b77192,bacardi,Q956717,kwaito,4,0,0,ring,,,,,,single,kwaito,0,,,
Q108321657,d5c8b95a-fcf6-4c1d-b98c-a7cb4efb494f,jackin' house,Q20502,house music,3,0,0,ring,2001,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,1,,,
Q108297203,9ae2e708-136a-4954-8ec0-9ba13eae5e35,bubbling house,Q20502,house music,3,0,0,ring,2002,,EUROPEAN & ASIAN SCENES,,,single,house music,0,,,
Q388100,07041357-bba4-415f-8b9b-5423ae05f907,Afro house,Q20502,house music,3,1,1,ring,2005,South Africa,AFRICAN HOUSE,,,single,house music,7,,,
Q127606394,99032cf7-a4e3-40ac-b943-293b44b9a65b,3-step,Q388100,Afro house,4,0,0,ring,2018,,,,,single,Afro house,0,,,
Q109378734,afadfd9d-e7f3-48cc-89b7-e73eb04bc395,popcorn music,Q20502,house music,3,0,0,ring,2007,,EUROPEAN & ASIAN SCENES,,,auto,Eastern European pop | dance-pop | electronic pop | house music,3,,,
Q106634944,3a50f3eb-f0fd-49e2-b51c-e79df3e025c1,festival progressive house,Q20502,house music,3,0,0,ring,2008,Sweden,BIG ROOM & FESTIVAL,,,single,house music,0,,,
Q15300817,d4b71a23-7dc0-4291-9a8d-a27d5dbbf9f2,big room house,Q20502,house music,3,0,0,ring,2009,,BIG ROOM & FESTIVAL,,,single,house music,15,,,
Q109148913,640fb6e1-c2b9-40be-bbd0-4da3c4d4832c,organic house,Q20502,house music,3,0,0,ring,2009,,"DEEP, MINIMAL & ORGANIC",,,single,house music,2,,,
Q119438497,682002e1-0573-4162-8708-369aced0ef97,UK jackin',Q20502,house music,3,0,0,ring,2009,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,0,,,
Q80725127,4cc411c2-ec68-4aeb-8af5-d690e96eba88,future funk,Q20502,house music,3,0,0,ring,2010,,"DEEP, MINIMAL & ORGANIC",,,auto,house music | vaporwave,4,,,
Q18358879,09a7573a-1bf2-4f8e-aadb-b582780746a0,outsider house,Q20502,house music,3,0,0,ring,2010,United States,"DEEP, MINIMAL & ORGANIC",,,single,house music,5,,,
Q110101956,e5145fb2-e796-462d-bd53-fff2feedc996,eletrofunk,Q20502,house music,3,0,0,ring,2011,,LATIN & BRAZILIAN HOUSE,,,auto,Brazilian funk | house music,0,,,
Q85741139,de3f8f85-1d8a-499f-9a1e-edad65a26dad,Amapiano,Q20502,house music,3,1,1,ring,2012,South Africa,AFRICAN HOUSE,,,single,house music | music of South Africa,16,,,
Q116745991,d42b567f-0952-424b-959d-bee6e5961cc0,Afropiano,Q85741139,Amapiano,4,0,0,ring,2020,,,,,auto,Afrobeats | Amapiano,0,,,
Q27345019,2d5cd6af-6195-4d12-9788-9a9b03ac0a12,bass house,Q20502,house music,3,1,1,ring,2012,,BASS & CLUB HOUSE,,,single,bass music (EDM) | house music,6,,,
Q114878571,78431be5-9128-409d-b9e4-e145f8065a25,speed house,Q27345019,bass house,4,0,0,ring,2017,,,,,single,bass house | hard dance,0,,,
Q85748774,47df9270-9259-4a60-ac10-086982b8622e,Brazilian bass,Q20502,house music,3,0,0,ring,2012,,LATIN & BRAZILIAN HOUSE,,,single,house music,4,,,
Q29973057,51183839-ce7a-4d3b-9e04-78bd9de8c8d5,gqom,Q20502,house music,3,0,0,ring,2012,South Africa,AFRICAN HOUSE,,,single,house music | music of South Africa,8,,,
Q18342587,fb56e5c9-2063-4664-9293-b4aa369d5286,tropical house,Q20502,house music,3,0,0,ring,2012,Europe,EUROPEAN & ASIAN SCENES,,,single,house music,24,,,
Q20021059,593ac826-8e72-4544-abc1-53192b683751,future house,Q20502,house music,3,2,2,ring,2013,United Kingdom,BIG ROOM & FESTIVAL,,,single,house music,15,,,
Q106634926,499b4153-64ff-4f0a-ad79-97828bc898aa,future bounce,Q20021059,future house,4,0,0,ring,2015,Netherlands,,,,single,future house,1,,,
Q106493832,aef0ee80-631d-4487-b5af-c7306d1f676e,slap house,Q20021059,future house,4,0,0,ring,2017,Lithuania,,,,auto,Brazilian bass | future house,5,,,
Q107697041,bcb59664-ce5c-4105-8617-7cd7edee87c1,g-house,Q20502,house music,3,0,0,ring,2013,,BASS & CLUB HOUSE,,,single,house music,0,,,
Q126175574,345b2a80-b4da-4c3b-a89d-b0291aefbb3d,stutter house,Q20502,house music,3,0,0,ring,2019,,BASS & CLUB HOUSE,,,single,house music,0,,,
Q123753500,6edcc882-b402-440c-975d-dd2f367956fb,phonk house,Q20502,house music,3,0,0,ring,2020,,BASS & CLUB HOUSE,,,auto,drift phonk | house music,1,,,
Q105637110,1ece3afe-bbff-4408-8e45-b20ca45fe9ae,jazz house,Q20502,house music,3,0,0,ring,,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,1,,,
Q116296482,bd7072d4-359f-4441-9e04-2a8e39f6a279,melodic house,Q20502,house music,3,0,0,ring,,,"DEEP, MINIMAL & ORGANIC",,,single,house music,1,,,
Q173844,9405d427-8b33-4670-a41a-040e23cef8ce,vocal house,Q20502,house music,3,0,0,ring,,,"CLASSIC HOUSE > SOUL, JAZZ & VOCAL HOUSE",,,single,house music,4,,,
Q170611,41fe3260-fcc1-450b-bd5a-803886c56912,techno,Q851213,electronic dance music,2,12,18,dial,1984,United States,HOUSE & TECHNO,,,single,electronic dance music,65,,,
Q526463,88b01b1f-9151-4a1b-a9f7-608accdeaf20,Detroit techno,Q170611,techno,3,0,0,ring,1984,United States,DETROIT & CLASSIC TECHNO,,,single,techno,20,,,
Q341395,ba64013e-27bb-4f14-a530-8d25b296e0da,acid techno,Q170611,techno,3,0,0,ring,1988,,DETROIT & CLASSIC TECHNO,,,single,acid | techno,14,,,
Q106522080,43ef7823-5f16-4c9b-840d-f6b0de83a9c4,bleep techno,Q170611,techno,3,0,0,ring,1988,United Kingdom,DETROIT & CLASSIC TECHNO,,,single,techno,3,,,
Q112663444,576ebd6b-d72f-4311-b445-cd30a1b6cb5c,Belgian hardcore techno,Q170611,techno,3,0,0,ring,1990,Belgium,HARD & INDUSTRIAL TECHNO,,,auto,hardcore | rave music | techno,3,,,
Q29480448,39b5ca66-873c-4a3d-94a3-3d31176b545e,industrial techno,Q170611,techno,3,1,1,ring,1990,United Kingdom,HARD & INDUSTRIAL TECHNO,,,auto,post-industrial music | techno,6,,,
Q16951912,c802c2be-2351-4478-b6a1-003fdb8733c9,Birmingham sound,Q29480448,industrial techno,4,0,0,ring,1993,,,,,single,industrial techno,3,,,
Q1430587,c1313278-b276-4a79-9fc1-770dd62a8b83,minimal techno,Q170611,techno,3,0,0,ring,1991,Germany · United States,DETROIT & CLASSIC TECHNO,,,single,minimal EDM | techno,20,,,
Q107697221,8cfe3e23-f64c-4523-ab2a-186bf0dcd12e,hardgroove techno,Q170611,techno,3,0,0,ring,1993,,HARD & INDUSTRIAL TECHNO,,,single,techno,0,,,
Q10856835,09a6e5f4-86e1-421c-9440-8da880dcc140,wonky techno,Q170611,techno,3,0,0,ring,1994,,DEEP & MELODIC TECHNO,,,single,techno,1,,,
Q111182811,e7c41e03-c3df-4841-a9e8-3451bbbac0de,peak time techno,Q170611,techno,3,0,0,ring,2011,,DEEP & MELODIC TECHNO,,,single,techno,0,,,
Q110185782,7fc914c1-a44e-43fd-ace8-63a2c6550057,melodic techno,Q170611,techno,3,0,0,ring,2013,,DEEP & MELODIC TECHNO,,,single,techno,0,,,
Q106521662,6d9ae1bf-be62-4cf4-aa70-f6f831eea80f,deep techno,Q170611,techno,3,2,2,ring,,,DEEP & MELODIC TECHNO,,,single,techno,0,,,
Q9149801,1c6e4eae-915d-4662-a7ff-038920b67d9e,ambient techno,Q106521662,deep techno,4,0,0,ring,1989,,,,,single,deep techno,8,,,
Q1262781,16aab171-3dce-454e-bb96-2636f15813fc,dub techno,Q106521662,deep techno,4,0,0,ring,1993,Germany · United Kingdom · United States,,,,auto,deep techno | dubtronica,9,,,
Q3084222,ed2e5e6b-2af6-4c7c-a9fb-e2e886bfda38,hard techno,Q170611,techno,3,3,3,ring,,Belgium · Germany · Netherlands,HARD & INDUSTRIAL TECHNO,,,single,techno,7,,,
Q1524033,3a9b4cb1-a189-437d-85fa-c55d9c59415d,free tekno,Q3084222,hard techno,4,0,0,ring,1993,,,,,auto,hard techno | rave music,6,,,
Q3048168,79719082-6fda-4461-ba89-c923d155cc45,mákina,Q3084222,hard techno,4,0,0,ring,1995,Catalan countries · Spain,,,,single,hard dance | hard techno,11,,,
Q307054,23b9af26-1442-4dd9-8b40-a0db8a22e149,schranz,Q3084222,hard techno,4,0,0,ring,1995,Frankfurt,,,,single,hard techno,14,,,
Q2866725,2df69460-a03a-4557-8b0f-0bf95b8b0d36,Balearic beat,Q851213,electronic dance music,2,0,0,ring,1987,Spain · United Kingdom,TRANCE & RAVE,,,auto,chill-out music | electronic dance music,15,,,
Q663519,3b8f3f65-6caa-47c8-b076-fa59dfb69c43,breakbeat,Q851213,electronic dance music,2,9,10,dial,1987,United Kingdom,CLUB & BREAKS > BREAKBEAT & JUNGLE,,,single,electronic dance music,34,,,
Q2634010,c755b4da-de34-4d64-909a-9447833315ce,acid breaks,Q663519,breakbeat,3,0,0,ring,1987,,NU SKOOL & PSY BREAKS,,,single,acid | breakbeat,4,,,
Q858579,aac07ae0-8acf-4249-b5c0-2762b53947a2,big beat,Q663519,breakbeat,3,0,0,ring,1992,United Kingdom,BIG BEAT & FUNKY BREAKS,,,single,breakbeat,23,,,
Q25389262,93b7938a-ff65-4eae-8b95-4301ce161b27,progressive breaks,Q663519,breakbeat,3,0,0,ring,1992,,NU SKOOL & PSY BREAKS,,,single,breakbeat | progressive electronic dance music,2,,,
Q110874814,dacdaae8-eb43-4f0a-8c77-b284196a3be0,West Coast breaks,Q663519,breakbeat,3,0,0,ring,1992,,BIG BEAT & FUNKY BREAKS,,,single,breakbeat,0,,,
Q2396639,81c66c55-2790-4dfb-9954-d8b07477700e,Florida breaks,Q663519,breakbeat,3,0,0,ring,1995,,BIG BEAT & FUNKY BREAKS,,,single,breakbeat,4,,,
Q1756101,5338e516-5d65-48d5-b7ee-5fd82f3387ea,nu skool breaks,Q663519,breakbeat,3,0,0,ring,1995,United Kingdom,NU SKOOL & PSY BREAKS,,,single,breakbeat,8,,,
Q11680297,fd05e327-1e87-4db3-beeb-660b41167da5,psybreaks,Q663519,breakbeat,3,0,0,ring,1995,,NU SKOOL & PSY BREAKS,,,single,breakbeat,2,,,
Q106636289,ddfcd69c-d363-41ca-93e9-2dc09280a369,breakbeat kota,Q663519,breakbeat,3,1,1,ring,2000,,BIG BEAT & FUNKY BREAKS,,,auto,breakbeat | funkot,0,,,
Q106636283,02585ef0-2034-4905-aa47-9fb4ee090c89,jungle dutch,Q106636289,breakbeat kota,4,0,0,ring,2016,,,,,single,breakbeat kota,0,,,
Q106521759,53ab2484-e9f7-4709-9f0e-275446e7ff7c,funky breaks,Q663519,breakbeat,3,0,0,ring,,,BIG BEAT & FUNKY BREAKS,,,single,breakbeat,0,,,
Q848852,8de96944-cabb-4864-893a-ed072d802046,Eurobeat,Q851213,electronic dance music,2,0,0,ring,1988,Italy,RETRO & EURODANCE > EURODANCE,,,single,electronic dance music,27,,,
Q216961,e9a67960-9b49-4967-a1c9-c26360e9c612,Eurodance,Q851213,electronic dance music,2,2,3,ring,1988,Belgium · Germany · Netherlands,RETRO & EURODANCE > EURODANCE,,,single,electronic dance music | music of Europe,47,,,
Q930592,0e246476-8dc7-4806-9493-21a510a7d63d,Italo dance,Q216961,Eurodance,3,1,1,ring,1988,Italy,,,,single,Eurodance,18,,,
Q109589387,5ab05a08-86cd-4461-9a9c-e5ef37ef0ea5,manyao,Q930592,Italo dance,4,0,0,ring,2017,,,,,single,Italo dance | electronic dance music,0,,,
Q2076779,17ea7898-10ff-4c48-8729-3a077f6eb75e,bubblegum dance,Q216961,Eurodance,3,0,0,ring,1995,Denmark · Japan,,,,single,Eurodance,8,,,
Q170435,2afc2320-384f-43a4-a71e-1b763c485045,trance,Q851213,electronic dance music,2,15,28,dial,1988,Germany,TRANCE & RAVE,,,single,electronic dance music,59,,,
Q481900,267433bc-721d-4d60-8455-e6ed1e0b922f,acid trance,Q170435,trance,3,0,0,ring,1988,Europe,HARD & TECH TRANCE,,,single,acid | trance,11,,,
Q16837290,a57eaca8-4df0-4835-8581-1179a485729f,Balearic trance,Q170435,trance,3,0,0,ring,1991,Spain,CLASSIC & UPLIFTING,,,auto,chill-out music | trance,7,,,
Q832665,c8acb78a-8337-4eae-9d19-48220dba03ac,hard trance,Q170435,trance,3,0,0,ring,1992,Belgium · Germany · Netherlands,HARD & TECH TRANCE,,,single,hard dance | trance,19,,,
Q2260696,6bd228be-3374-4c4e-bc0a-46779fafe8f1,progressive trance,Q170435,trance,3,0,0,ring,1992,,PSYCHEDELIC & MODERN,,,single,progressive electronic dance music | trance,11,,,
Q622871,b3cccf71-e843-4546-87fa-728055ba3147,psychedelic trance,Q170435,trance,3,6,11,ring,1992,India · Israel · South Africa · United Kingdom,PSYCHEDELIC & MODERN,,,single,trance,35,,,
Q835131,ade8f293-c049-438a-a5f0-b51e6776d9c5,Goa trance,Q622871,psychedelic trance,4,1,1,ring,1991,India,,,,single,psychedelic trance,23,,,
Q4706203,62065a7f-c26c-4c27-8ac6-707437acd52f,nitzhonot,Q835131,Goa trance,5,0,0,ring,1998,Israel,,,,single,Goa trance,4,,,
Q2452152,9e70bec0-18b3-4bcd-b96c-1a607661f3b8,dark psytrance,Q622871,psychedelic trance,4,2,2,ring,1996,,,,,single,psychedelic trance,10,,,
Q105404852,39d5078b-d2b4-44fd-86e0-e3a2e6ae1f54,hi-tech psytrance,Q2452152,dark psytrance,5,0,0,ring,2005,,,,,single,dark psytrance,1,,,
Q114107195,d1cbfa0d-b1b6-4692-bbec-457681dd111f,psycore,Q2452152,dark psytrance,5,0,0,ring,2007,,,,,single,dark psytrance,0,,,
Q2497323,f60ce167-04a0-4b17-ba82-57e481c5e858,suomisaundi,Q622871,psychedelic trance,4,0,0,ring,1996,,,,,single,psychedelic trance,8,,,
